"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"2390013","POLLERIA ENRIQUEZ",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","INDEPENDENCIA","PRIVADA","NINGUNO","CALLE","CHAVEZ","AVENIDA","AVENIDA DE LOS ÁNGELES",,"SN",,,,,"LOCALIDAD","CALIXTLAHUACA",,,,"50200","15","MÉXICO                      ","106","Toluca","0044","Calixtlahuaca","1748","024",,,,"Fijo","19.33687584","-99.69081643","2010-07"
"2494969","POLLERÍA ESTEBAN",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","PLAN DE AGUA PRIETA","BOULEVARD","SOLIDARIDAD LAS TORRES (BOULEVARD LAZARO CARDENAS)","CALLE","PLAN DE GUADALUPE","BOULEVARD","JOSÉ MARÍA PINO SUÁREZ","98","B",,,"0",,"COLONIA","LA MAGDALENA",,,,"50190","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","213A","005",,,,"Fijo","19.27050352","-99.63881574","2010-07"
"2424817","POLLERÍA FER",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","GUADALUPE VICTORIA","CALLE","BENITO JUAREZ GARCIA","CALLE","MIGUEL HIDALGO","PRIVADA","BENITO JUÁREZ",,"SN",,,,,"BARRIO","BARRIO SAN GABRIEL",,,,"50200","15","MÉXICO                      ","106","Toluca","0066","San Cristóbal Huichochitlán","4704","013",,,,"Fijo","19.33831563","-99.63618563","2014-12"
"8622639","POLLERIA FERCHO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","REVOLUCION","CALLE","CENTENARIO","PRIVADA","NINGUNO","CALLE","AGUSTÍN MILLÁN","7","SN",,,"0",,"LOCALIDAD","SAN PEDRO TOTOLTEPEC",,,,"50200","15","MÉXICO                      ","106","Toluca","0084","San Pedro Totoltepec","2905","029",,,,"Semifijo","19.31257837","-99.57434707","2019-11"
"8747617","POLLERIA FERNANDA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","PASEO LA UNION","CALLE","INDEPENDENCIA","CALLE","PLAZA EMILIANO ZAPATA","CALLE","IGNACIO ZARAGOZA",,"SN",,,,,"PUEBLO","SAN MATEO OTZACATIPAN",,,,"50220","15","MÉXICO                      ","106","Toluca","0079","San Mateo Otzacatipan","1502","022",,,,"Fijo","19.32766673","-99.60405207","2019-11"
"9007411","POLLERIA FERNANDO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","PASEO DE LA REFORMA","CALLE","NINGUNO","CALLE","MIGUEL HIDALGO","CALLE","NINGUNO","0","SN",,,"0",,"COLONIA","PASEO DE LA REFORMA",,,,"50200","15","MÉXICO                      ","106","Toluca","0082","San Nicolás Tolentino","2182","002","7223782059",,,"Fijo","19.35844411","-99.57191425","2019-11"
"7418020","POLLERIA FHER",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","PASEO DE LA REFORMA","CALLE","PASEO DE LA REFORMA","CALLE","INDEPENDENCIA","CALLE","CONSTITUCIÓN","0","SN",,,"0",,"PUEBLO","SAN NICOLAS TOLENTINO",,,,"50200","15","MÉXICO                      ","106","Toluca","0082","San Nicolás Tolentino","2182","018",,,,"Fijo","19.35873507","-99.57240159","2019-11"
"2424847","POLLERÍA FHER",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","IGNACIO MATAMOROS","CALLE","EMILIANO ZAPATA","PRIVADA","NINGUNO","CALLE","DIANA LAURA DE COLOSIO",,"SN",,,,,"BARRIO","BARRIO SAN GABRIEL",,,,"50200","15","MÉXICO                      ","106","Toluca","0066","San Cristóbal Huichochitlán","4704","022",,,,"Fijo","19.34148639","-99.64095404","2014-12"
"7110804","POLLERIA FLORENCIO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","PASEO OTZACATIPAN","CALLE","JUAN JOSE DE LOS REYES MARTINEZ","PRIVADA","NINGUNO","PRIVADA","MELCHOR OCAMPO",,"SN",,,,,"PUEBLO","SAN MATEO OTZACATIPAN",,,,"50220","15","MÉXICO                      ","106","Toluca","0079","San Mateo Otzacatipan","1502","011",,,,"Fijo","19.32693066","-99.60588008","2019-11"
"9190599","POLLERIA FLORENCIO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","NINGUNO","CALLE","PASEO DEL ABASTO","CALLE","PASEO DEL ABASTO","CALLE","NINGUNO","48","A","CENTRAL DE ABASTO","CORREDOR",,,"COLONIA","SAN JOSE GUADALUPE","CENTRAL DE ABASTO","CENTRAL DE ABASTO DE TOLUCA","A","50200","15","MÉXICO                      ","106","Toluca","0088","Santa Cruz Otzacatipan","2479","048",,,,"Fijo","19.34688999","-99.60099873","2019-11"
"2398999","POLLERIA FREMY II",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","LAGUNA DEL VOLCAN","CALLE","LAGO MORALES","CALLE","LAGO VILLARRICA","PRIVADA","SEGUNDA PRIVADA LAGO OMEGA","601",,,,"0",,"COLONIA","SEMINARIO 1RA SECC",,,,"50170","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2021","023",,,,"Fijo","19.26774479","-99.6723083","2010-07"
"2396919","POLLERIA FRESCO POLLO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","LAGUNA OJO DE LIEBRE","CALLE","LAGO ATHABASCA","CALLE","LAGUNA MADRE","CALLE","LAGUNA BABÍCORA","209",,,,,,"COLONIA","NUEVA OXTOTITLAN",,,,"50100","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","195A","041",,,,"Fijo","19.27996382","-99.67988652","2010-07"
"9007298","POLLERIA GABIOTA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","NICOLAS BRAVO","CALLE","CONSTITUCION","CALLE","INDEPENDENCIA","0","SN",,,"0",,"BARRIO","SAN PABLO AUTOPAN",,,,"50290","15","MÉXICO                      ","106","Toluca","0083","San Pablo Autopan","1517","004",,,,"Fijo","19.35982225","-99.663464","2019-11"
"9191451","POLLERIA GABY",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","JOSE MARIA PINO SUAREZ","CALLE","ZAPATA","CALLE","NINGUNO","AVENIDA","PASEO TOLLOCAN",,"SN",,,,,"COLONIA","BARRIO SANTA MARIA ZOZOQUILPAN",,,,"50160","15","MÉXICO                      ","106","Toluca","0086","Santa Ana Tlapaltitlán","4259","021",,,,"Fijo","19.2853689","-99.60699371","2019-11"
"2412052","POLLERÍA GALI",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","INDEPENDENCIA","PRIVADA","NINGUNO","CALLE","MANZANARES","CALLE","MANZANARES","88",,,,,,"COLONIA","RES CHICHIPICAS",,,,"50160","15","MÉXICO                      ","106","Toluca","0086","Santa Ana Tlapaltitlán","4282","005",,,,"Fijo","19.27722359","-99.6120954","2010-07"
"7314098","POLLERIA GALLO DE ORO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","CALLE","PRESA DE LA AMISTAD","BOULEVARD","ISIDRO FABELA","CALLE","DIANA LAURA RIOJAS","605",,"MERCADO PUBLICO","PLANTA BAJA","0",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","605","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","022",,,,"Fijo","19.27852087","-99.64003243","2019-11"
"9192339","POLLERIA GALLO DE ORO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","CENTENARIO","CALLE","LAZARO CARDENAS","CALLE","NINGUNO",,"SN",,,,,"PUEBLO","SAN MARCOS YACHIHUACALTEPEC",,,,"50280","15","MÉXICO                      ","106","Toluca","0077","San Marcos Yachihuacaltepec","5026","010",,,,"Fijo","19.32289506","-99.67671584","2019-11"
"7358252","POLLERIA GARCIA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","LIBERTAD","PRIVADA","NINGUNO","CALLE","LA PAZ","CALLE","NUEVA ROSITA","0","SN",,,"0",,"LOCALIDAD","SANTIAGO TLACOTEPEC",,,,"50270","15","MÉXICO                      ","106","Toluca","0097","Santiago Tlacotepec","1837","024",,,,"Fijo","19.22905799","-99.67047605","2019-11"
"2383219","POLLERÍA GARCÍA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","NIÑOS HEROES","CALLE","INDEPENDENCIA","CERRADA","NINGUNO","CALLE","CHAPULTEPEC","0","SN",,,"0",,"BARRIO","TLACHALOYITA",,,,"50290","15","MÉXICO                      ","106","Toluca","0083","San Pablo Autopan","2712","005",,,,"Fijo","19.35951318","-99.65233514","2010-07"
"7265343","POLLERIA GARCIA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","EMILIANO ZAPATA","CALLE","REVOLUCION","CALLE","LAZARO CARDENAS","PRIVADA","SAN JERÓNIMO","56",,,,"0",,"COLONIA","EL CARMEN TOTOLTEPEC",,,,"50200","15","MÉXICO                      ","106","Toluca","0090","Santa María Totoltepec","4333","016","7222666015",,,"Fijo","19.29131037","-99.592208","2019-11"
"2388287","POLLERIA GARDUÑO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","IGNACIO ZARAGOZA","CALLE","INDEPENDENCIA","CALLE","PLAZA EMILIANO ZAPATA","CALLE","PASEO LA UNIÓN",,"SN",,,,,"PUEBLO","SAN MATEO OTZACATIPAN",,,,"50220","15","MÉXICO                      ","106","Toluca","0079","San Mateo Otzacatipan","1502","022",,,,"Fijo","19.32744126","-99.60457812","2010-07"
"7395245","POLLERIA GARDUÑO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","REVOLUCION","CALLE","CRISTOBAL COLON","CALLE","VICENTE GUERRERO","CALLE","VICENTE GUERRERO",,"SN",,,,,"LOCALIDAD","SAN ANDRES CUEXCNTITLAN",,,,"50200","15","MÉXICO                      ","106","Toluca","0062","San Andrés Cuexcontitlán","1771","075",,,,"Fijo","19.34203138","-99.62328456","2019-11"
"8835174","POLLERIA GARDUÑO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","JOSE MARTINEZ DE LOS REYES","CALLE","BENITO JUAREZ","CALLE","JOSE MARIA PINO SUAREZ","CALLE","JOSÉ MARÍA MARROQUÍ",,"SN",,,,,"BARRIO","LA MAGDALENA OTZACATIPAN",,,,"50210","15","MÉXICO                      ","106","Toluca","0234","La Magdalena Otzacatipan","4494","005",,,,"Fijo","19.33688031","-99.61276289","2019-11"
"2424607","POLLERIA GARDUÑO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","CRISTOBAL COLON","CALLE","VICENTE GUERRERO","CALLE","IGNACIO MATAMOROS","CALLE","SOLIDARIDAD",,"SN",,,,,"LOCALIDAD","SAN ANDRES CUEXCONTITLAN SECC 3",,,,"50200","15","MÉXICO                      ","106","Toluca","0062","San Andrés Cuexcontitlán","1771","017",,,,"Fijo","19.3528258","-99.62493842","2014-12"
"2423797","POLLERIA GARDUÑO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","TOLUCA","CALLE","HUIXQUILUCAN","CALLE","TENANGO","CALLE","OTUMBA","0","SN",,,"0",,"COLONIA","SAN DIEGO DE LOS PADRES CUEXCONTITL",,,,"50205","15","MÉXICO                      ","106","Toluca","0068","San Diego de los Padres Cuexcontitlán","2500","041",,,,"Fijo","19.36709516","-99.60618668","2014-12"
"9129319","POLLERIA GARZON",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALZADA","CALZADA AL CAMPO","CALLE","NINGUNO","PRIVADA","NINGUNO","PRIVADA","SEGUNDA AL CAMPO","22",,,,,,"BARRIO","EL CANAL",,,,"50266","15","MÉXICO                      ","106","Toluca","0063","San Antonio Buenavista","0241","028",,,,"Fijo","19.2673306","-99.71170052","2019-11"
"2383750","POLLERIA GAVIOTA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","NICOLAS BRAVO","CALLE","CONSTITUCION","CALLE","INDEPENDENCIA","0","SN",,,"0",,"BARRIO","SAN PABLO AUTOPAN",,,,"50290","15","MÉXICO                      ","106","Toluca","0083","San Pablo Autopan","1517","004",,,,"Fijo","19.35981797","-99.66351732","2010-07"
"2386287","POLLERIA GIOSER",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","REFORMA","CALLE","AYUNTAMIENTO","CALLE","INSURGENTES",,"SN",,,,"MANZANA 4","COLONIA","CONJ GEOVILLAS DE LA INDEPENDENCIA",,,,"50227","15","MÉXICO                      ","106","Toluca","0233","Crespa Floresta","4441","019",,,,"Fijo","19.31700549","-99.595082","2010-07"
"2384928","POLLERÍA GIOVANI",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","EMILIANO ZAPATA","CALLE","5 DE FEBRERO","CALLE","BENITO JUÁREZ GARCÍA",,"SN",,,,,"BARRIO","BARRIO SAN GABRIEL",,,,"50200","15","MÉXICO                      ","106","Toluca","0066","San Cristóbal Huichochitlán","4704","007",,,,"Fijo","19.33726295","-99.63988613","2010-07"
"8835237","POLLERIA GONZALEZ",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","DEPORTIVA","AVENIDA","RIO LERMA","CALLE","FELIPE CHAVEZ","CERRADA","CERRADA DE IGNACIO ALLENDE","0","SN",,,"0",,"COLONIA","CERRILLO VISTA HERMOSA",,,,"50235","15","MÉXICO                      ","106","Toluca","0050","El Cerrillo Vista Hermosa","1184","045","7225163690",,,"Fijo","19.32114128","-99.54516426","2019-11"
"2404535","POLLERIA HERMANOS",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","MEXTLI","CALLE","TIZOC","CALLE","GENERAL JOSE A. ALBARRAN","CALLE","CEBORUCO",,"SN",,,,,"COLONIA","AZTECA",,,,"50180","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","1023","002","7225510574",,,"Fijo","19.25815153","-99.64961764","2010-07"
"2416520","POLLERIA HERMANOS MENDOZA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","400",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","400","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2010-07"
"9154737","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","527",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","527","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2019-11"
"7314105","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","CALLE","PRESA DE LA AMISTAD","BOULEVARD","ISIDRO FABELA","CALLE","DIANA LAURA RIOJAS","605",,"MERCADO PUBLICO","PLANTA BAJA","0",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","605","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","022",,,,"Fijo","19.27852087","-99.64003243","2019-11"
"2427124","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","GENERAL VENUSTIANO CARRANZA","CALLE","ELENA CARDENAS","CALLE","JOSE LUIS ÁLAMO","CALLE","HORACIO ZÚÑIGA","0","SN",,,"125",,"COLONIA","MORELOS 1RA SECCION",,,,"50120","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0523","005",,,,"Fijo","19.28020574","-99.6681384","2014-12"
"9152853","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","EMILIANO ZAPATA","PRIVADA","NINGUNO","CALLE","LIBERTAD","223",,,,"0",,"PUEBLO","SAN FELIPE TLALMIMILOLPAN",,,,"50250","15","MÉXICO                      ","106","Toluca","0070","San Felipe Tlalmimilolpan","302A","010",,,,"Fijo","19.24210956","-99.64207251","2019-11"
"2437152","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","523",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","523","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2014-12"
"2416668","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","524",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","524","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2010-07"
"2416670","POLLERIA HERMANOS PIÑA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","560",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","560","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027","7222174396",,,"Fijo","19.27936376","-99.64007916","2010-07"
"7395360","POLLERIA HERNANDEZ",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","NINGUNO","CALLE","CALLE DEL POCHTECA","CALLE","CARLOS GOMEZ HERNANDEZ","CALLE","NINGUNO","28","A","CENTRAL DE ABASTO","PASILLO","55","A","ZONA COMERCIAL","MANOJEO","CENTRAL DE ABASTO","CENABASTO","55 A","50220","15","MÉXICO                      ","106","Toluca","0088","Santa Cruz Otzacatipan","2479","047",,,,"Fijo","19.34728495","-99.60230293","2019-11"
"2390581","POLLERÍA HILDA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","PRIVADA","NINGUNO","CALLE","INSURGENTES","PRIVADA","ADOLFO LOPEZ MATEOS","CALLE","INSURGENTES","0","SN",,,"0",,"LOCALIDAD","SANTIAGO TLAXOMULCO",,,,"50280","15","MÉXICO                      ","106","Toluca","0093","Santiago Tlaxomulco","3937","004",,,,"Fijo","19.30983276","-99.67092231","2010-07"
"9129003","POLLERIA HOY TOCA POLLO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","FRANCISCO OLAGUIBEL","CALLE","LUIS G. URBINA","PRIVADA","NINGUNO","CALLE","MERCEDES CARRASCO","417",,,,,,"COLONIA","SALVADOR SANCHEZ COLIN",,,,"50150","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0557","012",,,,"Fijo","19.27779521","-99.63365182","2019-11"
"7358964","POLLERIA IRVING",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","BENITO JUAREZ","CALLE","CUAUHTEMOC","CALLE","MARCOS BERNAL","CALLE","LIBERTAD","202",,,,"0",,"LOCALIDAD","CAPULTITLAN",,,,"50260","15","MÉXICO                      ","106","Toluca","0046","Capultitlán","4846","007",,,,"Fijo","19.24961084","-99.66537802","2019-11"
"7358480","POLLERIA ISA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","LAGO DE CHAPALA","PRIVADA","NINGUNO","BOULEVARD","SOLIDARIDAD LAS TORRES (BOULEVARD LAZARO CARDENAS)","CALLE","LAGO DE CUITZEO","120",,,,,,"COLONIA","SEMINARIO 1A SECC.",,,,"50170","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0561","009",,,,"Fijo","19.27374884","-99.67011841","2019-11"
"2445832","POLLERIA ISMAEL",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","XINANTECATL","CALLE","NEZAHUALCOYOTL","CALLE","NINGUNO","CALLE","XINANTÉCATL",,"SN",,,,,"LOCALIDAD","EJIDO DE LA Y SECCION SIETE A REVOLUCION",,,,"50200","15","MÉXICO                      ","106","Toluca","0188","Ejido de la Y Sección Siete A Revolución","505A","001",,,,"Fijo","19.38433523","-99.60636422","2014-12"
"8683394","POLLERIA ISRAEL",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","CALLE A IXTLAHUACA","CALLE","MIGUEL HIDALGO SUR","CALLE","BENITO JUAREZ","PRIVADA","NINGUNO",,"SN",,,,,"COLONIA","CALLE A IXTLAHUACA",,,,"50295","15","MÉXICO                      ","106","Toluca","0099","Tlachaloya Segunda Sección","2197","021",,,,"Fijo","19.46535337","-99.65023528","2019-11"
"7265222","POLLERIA JAIMITO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","MALINCHE","CALLE","JUAREZ GARCIA","CALLE","VICENTE VILLADA","CALLE","NAYARIT","0","SN",,,"0",,"LOCALIDAD","SAN LORENZO TEPALTITLAN",,,,"50010","15","MÉXICO                      ","106","Toluca","0075","San Lorenzo Tepaltitlán","4189","009",,,,"Fijo","19.31153918","-99.62166954","2019-11"
"8683398","POLLERIA JESUS",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","BOULEVARD","SAN JACOBO","CIRCUITO","SANTO DOMINGO","CALLE","NINGUNO","CALLE","SAN GERMÁN",,"SN",,,,,"FRACCIONAMIENTO","FRACCIONAMIENTO REAL DE SAN PABLO",,,,"50200","15","MÉXICO                      ","106","Toluca","0220","Fraccionamiento Real de San Pablo","3778","044",,,,"Fijo","19.38899206","-99.64567595","2019-11"
"2384418","POLLERÍA JIMENA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","CRISTOBAL COLON","PRIVADA","NINGUNO","CALLE","DOCTOR GUSTAVO BAZ PRADA","CALLE","PRIMERO DE MAYO",,"SN",,,,,"PUEBLO","SAN ANDRES CUEXCONTITLAN",,,,"50200","15","MÉXICO                      ","106","Toluca","0062","San Andrés Cuexcontitlán","2680","022",,,,"Fijo","19.35651511","-99.62526623","2010-07"
"7391122","POLLERIA JOSE ANTONIO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","NEZAHUALCOYOTL","CALLE","FRANCISCO I. MADERO","CALLE","ECATEPEC","CALLE","FRANCISCO I. MADERO",,"SN",,,,,"LOCALIDAD","SAN DIEGO DE LOS PADRES CUEXCONTITL",,,,"50205","15","MÉXICO                      ","106","Toluca","0068","San Diego de los Padres Cuexcontitlán","373A","014",,,,"Fijo","19.3807001","-99.59443175","2019-11"
"2390914","POLLERÍA JOVANNY",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","HIDALGO","CALLE","PLAZA HIDALGO","DIAGONAL","HIDALGO","CALLE","REFORMA","0","SN",,,"0",,"LOCALIDAD","SANTA CRUZ ATZCAPOZALTONGO",,,,"50030","15","MÉXICO                      ","106","Toluca","0087","Santa Cruz Atzcapotzaltongo","4028","005",,,,"Fijo","19.314577","-99.65732626","2010-07"
"2383055","POLLERÍA JUAN",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","AVENIDA TOLUCA","CALLE","SIN REFERENCIA","CALLE","25 DE ENERO","PRIVADA","NINGUNO",,"SN",,,,,"BARRIO","JICALTEPEC AUTOPAN",,,,"50200","15","MÉXICO                      ","106","Toluca","0127","Jicaltepec Autopan","220A","053",,,,"Fijo","19.37162972","-99.64005114","2010-07"
"7665215","POLLERIA JUANITO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","IGNACIO LOPEZ RAYON","CALLE","PASEO DE LOS MATLAZINCAS (PASEO TOLLOCAN NORTE)","CALLE","MANUEL GOMEZ PEDRAZA","CALLE","IGNACIO LÓPEZ RAYÓN","2",,"MERCADO PUBLICO","PLANTA BAJA","983",,"BARRIO","ZOPILICALCO","MERCADO PUBLICO","MERCADO 16 DE SEPTIEMBRE","983","50050","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0383","009",,,,"Semifijo","19.29550623","-99.65296559","2019-11"
"9140133","POLLERIA JULI",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","JOSE ANTONIO ALBARRAN","CALLE","GENERAL JUAN ANDREW ALMAZAN","CALLE","GENERAL ABELARDO RODRIGUEZ","CALLE","GENERAL BERNARDO REYES","530",,,,,,"COLONIA","DEL PARQUE",,,,"50180","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2074","042",,,,"Semifijo","19.26104764","-99.6496465","2019-11"
"2423618","POLLERÍA JUNIOR",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","CARLOS ARRUZA","CALLE","LUIS PROCUNA","CALLE","SILVERIO PEREZ","CALLE","SAN PABLO","0","SN",,,"0",,"COLONIA","SAUCES",,,,"52000","15","MÉXICO                      ","106","Toluca","0235","Sauces","455A","002",,,,"Fijo","19.37163676","-99.58436074","2014-12"
"9174045","POLLERIA K POLLO",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","JULIO PARDINAS","CALLE","GENERAL BERNARDO REYES","CALLE","JOSE ANTONIO ALBARRAN","CALLE","GENERAL MARCELINO GARCÍA BARRAGÁN","214","A",,,,,"COLONIA","LAZARO CARDENAS",,,,"50180","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0646","063","7223550987",,,"Fijo","19.26525784","-99.64936948","2019-11"
"7665161","POLLERIA KARLA",,"461122","Comercio al por menor de carne de aves","0 a 5 personas","CALLE","IGNACIO LOPEZ RAYON","CALLE","PASEO DE LOS MATLAZINCAS (PASEO TOLLOCAN NORTE)","CALLE","MANUEL GOMEZ PEDRAZA","CALLE","MANUEL GÓMEZ PEDRAZA","2",,"MERCADO PUBLICO","PLANTA BAJA","1010",,"BARRIO","ZOPILICALCO","MERCADO PUBLICO","MERCADO 16 DE SEPTIEMBRE","1010","50050","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0383","009",,,,"Semifijo","19.29550623","-99.65296559","2019-11"
